,Strain,SOK5,Orientation,Zone,oX,dX,oY,dY,Normalized SOK5,Relative SOK5 (mean),Relative SOK5 (median),Normalized strain,Relative strain (mean),Relative strain (median)
112,0.05154595837891608,0.1480498323968943,periclinal,ground,761.0,781.0,925.0,885.0,0.08847180573970992,0.3672572366480372,0.38137474233483276,0.19238985793831057,0.6315663426489537,0.6436456524320677
113,0.08409473434572788,0.2847728853869473,anticlinal,ground,781.0,811.0,885.0,911.0,0.23821703696853483,0.7064168953540295,0.7335718253111116,0.39439887073129754,1.0303698966336603,1.050076705455091
114,0.09910636889520155,0.08894176832474811,anticlinal,ground,760.0,781.0,863.0,885.0,0.023733997971361782,0.22063184759283885,0.22911301842423945,0.4875662905703825,1.2142997997290643,1.2375244436975499
115,0.0577873771032974,0.33532171444969044,periclinal,provascular,1065.0,1042.0,1003.0,930.0,0.2935803859488821,0.831809967246264,0.8637850538371007,0.23112627113632225,0.7080392635270834,0.7215811909940848
116,0.11866745702695315,0.49325471011228245,anticlinal,provascular,1042.0,1063.0,930.0,926.0,0.4665556994527169,1.22358370061394,1.2706187162050482,0.6089692000586194,1.453971837617828,1.481780438324518
117,0.11148647894581125,0.5045240978805957,anticlinal,provascular,1063.0,1148.0,926.0,929.0,0.4788984393218752,1.2515389109880435,1.299648535333043,0.564401555040611,1.3659869750606084,1.392112781198804
118,0.04869494152154999,0.4304253216062675,periclinal,provascular,943.0,1042.0,983.0,930.0,0.39774212994821373,1.0677270729539614,1.1087709014213063,0.17469545672949294,0.596634286944394,0.6080454877835662
119,0.06573782333552228,0.48277026271068507,periclinal,boundary,898.0,984.0,961.0,917.0,0.45507266154415826,1.1975756388812533,1.2436108948413058,0.28046950285333316,0.8054520269566069,0.820857066604918
120,0.0984706874842243,0.40787017435214323,anticlinal,boundary,984.0,1042.0,917.0,930.0,0.3730387191692374,1.0117760399900564,1.0506690898008408,0.48362103086496977,1.2065111195600087,1.2295867975779515
121,0.0880445881184607,0.30141035884943385,periclinal,ground,841.0,877.0,901.0,875.0,0.2564391455026731,0.7476883539549245,0.7764297742336633,0.41891303563015564,1.0787654407208453,1.099397860566289
122,0.08978801915805178,0.2721524428331462,periclinal,ground,877.0,929.0,875.0,845.0,0.22439456118921958,0.6751102144713464,0.7010617038933152,0.42973337442076176,1.1001268122029901,1.1211677886894396
123,0.07317930737167642,0.2380930869786946,anticlinal,boundary,929.0,982.0,845.0,889.0,0.1870912242142857,0.5906214669286614,0.6133251772604466,0.3266539383415079,0.8966287361380741,0.9137776174714701
124,0.0764997907397622,0.3510474160170788,periclinal,boundary,982.0,984.0,889.0,917.0,0.310803880933414,0.8708196547851734,0.9042942883711819,0.34726201183301136,0.9373129255985303,0.9552399309302801
125,0.07399750407224735,0.12849307478370223,anticlinal,ground,813.0,877.0,793.0,875.0,0.06705236602688705,0.31874410669351083,0.33099674950035823,0.331731951349473,0.9066536830785968,0.9239943011013577
126,0.04348673673681091,0.3203560876664199,periclinal,boundary,1063.0,1075.0,926.0,830.0,0.27718935902156366,0.7946857459746356,0.8252337635995792,0.14237152823332996,0.5328208095911456,0.5430115167003091
127,0.11547918679364592,0.33715300424535577,anticlinal,boundary,1075.0,1094.0,830.0,831.0,0.2955860968213481,0.8363527243637109,0.868502436239061,0.5891816872192926,1.4149075882769913,1.4419690478880147
128,0.11669165565717633,0.24763538461005105,anticlinal,boundary,1094.0,1148.0,831.0,830.0,0.19754237735936428,0.6142924012527896,0.637906031162968,0.5967066902613042,1.4297633509749421,1.4571089412426759
129,0.03672816180658176,0.23718577188963458,periclinal,boundary,982.0,1016.0,889.0,826.0,0.18609749195891703,0.5883707515649049,0.6109879435553847,0.10042546393477893,0.4500114374416179,0.4586183361816655
130,0.09569853300487532,0.2524241575257045,anticlinal,boundary,1016.0,1034.0,826.0,823.0,0.20278725663812816,0.6261715873313194,0.6502418576022128,0.466416076975031,1.172545324358178,1.1949713740875838
131,0.11747380399381266,0.2939963042293474,anticlinal,boundary,1034.0,1075.0,823.0,830.0,0.2483189397352613,0.7292968085674831,0.7573312509552866,0.6015609745976088,1.4393466156946921,1.4668754950572784
132,0.07784499568298213,0.24363505985629663,periclinal,ground,929.0,937.0,845.0,811.0,0.19316104193610595,0.6043690653666666,0.6276012385298441,0.3556108211050155,0.9537950357934242,0.9720372772317856
133,0.07293528415687718,0.22247399651327054,anticlinal,boundary,937.0,1016.0,811.0,826.0,0.16998449449915112,0.5518762423619115,0.573090571754196,0.3251394454840674,0.8936388441244408,0.9107305409161475
